source,name,target,match_score
/hausarzt/neuberg/drmed-peter-rdiger-tippe-facharzt-fr-allgemeinmedizin-neuberg,Dr.med. Peter Rüdiger Tippe Facharzt für Allgemeinmedizin,https://navoria.de/praxis/neuberg/dr-med-peter-ruediger-tippe-facharzt-fuer-allgemeinmedizin-8z8CGk,0.98
/hausarzt/neubrandenburg/gemeinschaftspraxis-dr-sren-dreler-dr-gunnar-zinapold-neubrandenburg,Gemeinschaftspraxis Dr. Sören Dreßler & Dr. Gunnar Zinapold,https://navoria.de/praxis/neubrandenburg/gemeinschaftspraxis-dr-soeren-dressler-dr-gunnar-zinapold-Sgd9cM,0.98
/hausarzt/oberndorf/herr-m-d-univ-damaskus-leon-darwisch-oberndorf,Herr M. D. (Univ. Damaskus) Leon Darwisch,https://navoria.de/praxis/oberndorf-am-neckar/herr-m-d-univ-damaskus-leon-darwisch-P2MiNk,0.98
/hausarzt/oehringen/dr-maria-arabela-lupu,HAUSARZT-PRAXIS Doctor-Medic Maria-Arabela Lupu Fachärztin für Allgemeinmedizin,https://navoria.de/praxis/oehringen/hausarzt-praxis-doctor-medic-maria-arabela-lupu-fachaerztin-fuer-allge,0.98
/hausarzt/pattensen/frau-claudia-timm-pattensen,Herr Dr. Schäfer,https://navoria.de/praxis/pattensen/herr-dr-schaefer-BXPBbE,0.98
/hausarzt/petersberg/herr-dr-med-michael-harre-petersberg,Herr Dr. med. Michael Harre,https://navoria.de/praxis/petersberg/herr-dr-med-michael-harre-HxA9mY,0.98
/hausarzt/philippsburg/frau-dr-med-annette-weik-scheurer-philippsburg,Frau Dr. med. Annette Weik-Scheurer,https://navoria.de/praxis/philippsburg/frau-dr-med-annette-weik-scheurer-O-Q4es,0.98
/hausarzt/pinneberg/frau-dr-med-mechthild-tammen-pinneberg,Frau Dr. med. Mechthild Tammen,https://navoria.de/praxis/pinneberg/frau-dr-med-mechthild-tammen-sQJDQ4,0.98
/hausarzt/plochingen/dr-kathrin-herre-plochingen,Dr. Kathrin Herre,https://navoria.de/praxis/plochingen/dr-kathrin-herre-HFdqaI,0.98
/hausarzt/quakenbrueck/frau-dorothee-otte-bick-quakenbrck,Frau Dorothee Otte-Bick,https://navoria.de/praxis/quakenbrueck/frau-dorothee-otte-bick-Tlm98s,0.98
/hausarzt/ravensburg/dr-med-ingrid-schubert-ravensburg,Dr. med. Ingrid Schubert,https://navoria.de/praxis/ravensburg/dr-med-ingrid-schubert-xjxXp0,0.98
/hausarzt/rheda-wiedenbrueck/praxis-m-abou-zeidan-rheda-wiedenbrck,Praxis M. Abou Zeidan,https://navoria.de/praxis/rheda-wiedenbrueck/praxis-m-abou-zeidan-t-Sdxs,0.98
/hausarzt/rottenburg/herr-dr-med-matthias-ehrt-rottenburg,Herr Dr. med. Matthias Ehrt,https://navoria.de/praxis/rottenburg-am-neckar/herr-dr-med-matthias-ehrt-IkuNfo,0.98
/hausarzt/schwerin/dr-med-torsten-dahlmann-schwerin,Dr. med. Torsten Dahlmann,https://navoria.de/praxis/schwerin/dr-med-torsten-dahlmann-eblp8Y,0.98
/hausarzt/schwerin/herr-dipl-med-karsten-reininghaus-schwerin,Herr Dipl.-Med. Karsten Reininghaus,https://navoria.de/praxis/schwerin/herr-dipl-med-karsten-reininghaus-nrdYJQ,0.98
/hausarzt/sendenhorst/dr-udo-hecke-sendenhorst,Dr. Udo Hecke,https://navoria.de/praxis/sendenhorst/dr-udo-hecke-Ob9Q5Y,0.98
/hausarzt/soest/dr-med-barbara-knollmann-soest,Dr. med. Barbara Knollmann,https://navoria.de/praxis/soest/dr-med-barbara-knollmann-fsXC1c,0.98
/hausarzt/sulzbach-rosenberg/claudius-rothbauer-sulzbach-rosenberg,Gemeinschaftspraxis Rothbauer & Dr. Heil,https://navoria.de/praxis/sulzbach-rosenberg/gemeinschaftspraxis-rothbauer-dr-heil-Ck50J8,0.98
/hausarzt/troisdorf/dr-heeg-troisdorf,Dr. Heeg,https://navoria.de/praxis/troisdorf/dr-heeg-2u3K8w,0.98
/hausarzt/versmold/herr-alexander-sinica-versmold,Herr Alexander Sinica,https://navoria.de/praxis/versmold/herr-alexander-sinica-wtM2XE,0.98
/hausarzt/wanzleben-boerde/herr-dr-med-ernst-schoof-wanzleben-brde,Herr Dr. med. Ernst Schoof,https://navoria.de/praxis/wanzleben-boerde/herr-dr-med-ernst-schoof-WMTM2w,0.98
/hausarzt/weimar/dr-med-heiko-filz-weimar,Dr. med. Heiko Filz,https://navoria.de/praxis/weimar/dr-med-heiko-filz-C2Q6c0,0.98
/hausarzt/wiesbaden/herr-olav-heringer-wiesbaden,Onkologe Olav Heringer,https://navoria.de/praxis/wiesbaden/onkologe-olav-heringer-dTi4j8,0.98
/hausarzt/wismar/dr-romy-kujat-wismar,Dr. Romy Kujat,https://navoria.de/praxis/wismar/dr-romy-kujat-xsJ0aE,0.98
/hausarzt/zossen/herr-andreas-leese-zossen,Herr Andreas Leese,https://navoria.de/praxis/zossen/herr-andreas-leese-jQabTU,0.98
/hautarzt/annaberg-buchholz/diana-demmler-fachrztin-fr-haut-und-geschlechtskrankheiten-annaberg-buchholz,Diana Demmler - Fachärztin für Haut- und Geschlechtskrankheiten,https://navoria.de/praxis/annaberg-buchholz/diana-demmler-fachaerztin-fuer-haut-und-geschlechtskrankheiten-hH_Oek,0.98
/hautarzt/bad-segeberg/herr-dr-med-stefan-peker-6982,Herr Dr. med. Stefan Peker,https://navoria.de/praxis/bad-segeberg/herr-dr-med-stefan-peker-7Uh34Y,0.98
/hautarzt/baunatal/frau-dr-med-regina-hahn-baunatal,Frau Dr. med. Regina Hahn,https://navoria.de/praxis/baunatal/frau-dr-med-regina-hahn-3F01ZI,0.98
/hautarzt/berlin/hautarztpraxis-rahaf-ali,Hautarztpraxis Rahaf Ali,https://navoria.de/praxis/berlin/hautarztpraxis-rahaf-ali-oNKqJ0,0.98
/hno-arzt/lorsch/hno-praxis-lorsch-dr-med-sabine-weiss-lorsch,HNO Praxis Lorsch - Dr. med. Sabine Weiss,https://navoria.de/praxis/lorsch/hno-praxis-lorsch-dr-med-sabine-weiss-cS9LlY,0.98
/kinderarzt/erbach/frau-dr-med-romy-schreck-erbach,Frau Dr. med. Romy Schreck,https://navoria.de/praxis/erbach/frau-dr-med-romy-schreck-tlbRLc,0.98
/kinderarzt/isny/dr-med-alexander-moch-isny,Dr. med. Alexander Moch,https://navoria.de/praxis/isny-im-allgaeu/dr-med-alexander-moch-bGyXkY,0.98
/orthopaede/frankenbergsachsen/drmed-ellen-barth-frankenbergsachsen,Dr.med. Ellen Barth,https://navoria.de/praxis/frankenberg-sachsen/dr-med-ellen-barth-59-KWw,0.98
/orthopaede/frankenbergsachsen/herr-dr-med-dirk-harlos-frankenbergsachsen,Herr Dr. med. Dirk Harlos,https://navoria.de/praxis/frankenberg-sachsen/herr-dr-med-dirk-harlos-aMJLQo,0.98
/orthopaede/luckenwalde/dr-med-bettina-kuehne,Dr. med. Bettina Kühne,https://navoria.de/praxis/luckenwalde/dr-med-bettina-kuehne-2lEqAM,0.98
/orthopaede/olsberg/dr-med-bernd-j-kamitter-olsberg,Dr. med. Bernd J. Kamitter,https://navoria.de/praxis/olsberg/dr-med-bernd-j-kamitter-0_qtAI,0.98
/orthopaede/ottweiler/drmed-axel-wolf-facharzt-fr-orthopdie-ottweiler,Dr.med. Axel Wolf Facharzt für Orthopädie,https://navoria.de/praxis/ottweiler/dr-med-axel-wolf-facharzt-fuer-orthopaedie-0aZa_g,0.98
/orthopaede/selb/herr-dr-med-detlef-phlmann-selb,Herr Dr. med. Detlef Pöhlmann,https://navoria.de/praxis/selb/herr-dr-med-detlef-poehlmann-RcmGeU,0.98
/orthopaede/wernigerode/dr-med-christian-gottwald-wernigerode,Dr. med. Christian Gottwald,https://navoria.de/praxis/wernigerode/dr-med-christian-gottwald-kUPbmc,0.98
/zahnarzt/ansbach/dr-med-dent-hubert-gradl-ansbach,Dr. med. dent. Hubert Gradl,https://navoria.de/praxis/ansbach/dr-med-dent-hubert-gradl-g5fB54,0.98
/zahnarzt/asslar/herr-dr-ulrich-muskat-alar,Herr Dr. Ulrich Muskat,https://navoria.de/praxis/asslar/herr-dr-ulrich-muskat-Lo5K60,0.98
/zahnarzt/bad/herr-dr-ernst-georg-schwerdtfeger-bad,Herr Dr. Ernst-Georg Schwerdtfeger,https://navoria.de/praxis/bad-arolsen/herr-dr-ernst-georg-schwerdtfeger-MdHcA0,0.98
/zahnarzt/frankenbergsachsen/dr-med-dent-sybille-wetzig-frankenbergsachsen,Dr. med. dent. Sybille Wetzig,https://navoria.de/praxis/frankenberg-sachsen/dr-med-dent-sybille-wetzig-tWOAQo,0.98
/zahnarzt/landau/frau-prof-dr-med-dent-claudia-reicheneder-landau,Kieferorthopädie Landau Prof. Dr. Claudia Reicheneder,https://navoria.de/praxis/landau-an-der-isar/kieferorthopaedie-landau-prof-dr-claudia-reicheneder-XVt15E,0.98
