source_path,source_full_url,parsed_name,parsed_city,parsed_specialty,best_candidate,candidate_address,navoria_target_url,match_score,second_best_score,status
/hausarzt/netphen/kinderarztpraxis-turian-westphal-ehemals-koch-netphen,https://rzte-online.vercel.app/hausarzt/netphen/kinderarztpraxis-turian-westphal-ehemals-koch-netphen,turian westphal koch netphen,netphen,hausarzt,,,,,,UNMATCHED
/arzt/holzgerlingen/dr-med-dagmar-hofsss-bock-holzgerlingen,https://rzte-online.vercel.app/arzt/holzgerlingen/dr-med-dagmar-hofsss-bock-holzgerlingen,dagmar hofsss bock holzgerlingen,holzgerlingen,arzt,,,,,,UNMATCHED
/hausarzt/freiburg/dr-med-stefan-rahner-freiburg,https://rzte-online.vercel.app/hausarzt/freiburg/dr-med-stefan-rahner-freiburg,stefan rahner freiburg,freiburg,hausarzt,,,,,,UNMATCHED
/arzt/schwedtoder/praxisgemeinschaft-fr-urologie-zenk-roszyk-schwedtoder,https://rzte-online.vercel.app/arzt/schwedtoder/praxisgemeinschaft-fr-urologie-zenk-roszyk-schwedtoder,urologie zenk roszyk schwedt oder,schwedt-oder,arzt,,,,,,UNMATCHED
/hausarzt/schwerin/dr-med-torsten-dahlmann-schwerin,https://rzte-online.vercel.app/hausarzt/schwerin/dr-med-torsten-dahlmann-schwerin,torsten dahlmann schwerin,schwerin,hausarzt,,,,,,UNMATCHED
/hausarzt/witten/dr-berg-witten,https://rzte-online.vercel.app/hausarzt/witten/dr-berg-witten,berg witten,witten,hausarzt,,,,,,UNMATCHED
/augenarzt/fritzlar/drmed-jrg-bgeholz-fritzlar,https://rzte-online.vercel.app/augenarzt/fritzlar/drmed-jrg-bgeholz-fritzlar,jrg bgeholz fritzlar,fritzlar,augenarzt,,,,,,UNMATCHED
/hausarzt/oberndorf/herr-m-d-univ-damaskus-leon-darwisch-oberndorf,https://rzte-online.vercel.app/hausarzt/oberndorf/herr-m-d-univ-damaskus-leon-darwisch-oberndorf,damaskus leon darwisch oberndorf,oberndorf,hausarzt,,,,,,UNMATCHED
/hausarzt/reutlingen/herr-dr-med-till-reckert-reutlingen,https://rzte-online.vercel.app/hausarzt/reutlingen/herr-dr-med-till-reckert-reutlingen,till reckert reutlingen,reutlingen,hausarzt,,,,,,UNMATCHED
/hausarzt/freiberg/herr-dr-med-sigurd-bochmann-freiberg,https://rzte-online.vercel.app/hausarzt/freiberg/herr-dr-med-sigurd-bochmann-freiberg,sigurd bochmann freiberg,freiberg,hausarzt,,,,,,UNMATCHED
/hausarzt/eichstaett/dr-med-margret-bauer-eichsttt,https://rzte-online.vercel.app/hausarzt/eichstaett/dr-med-margret-bauer-eichsttt,margret bauer eichstaett,eichstaett,hausarzt,,,,,,UNMATCHED
/hausarzt/solingen/drmed-hans-peter-holbeck-solingen,https://rzte-online.vercel.app/hausarzt/solingen/drmed-hans-peter-holbeck-solingen,hans peter holbeck solingen,solingen,hausarzt,,,,,,UNMATCHED
/arzt/erkner/thorsten-kruse-facharzt-fuer-innere-medizin-8836,https://rzte-online.vercel.app/arzt/erkner/thorsten-kruse-facharzt-fuer-innere-medizin-8836,thorsten kruse medizin,erkner,arzt,,,,,,UNMATCHED
/orthopaede/ottweiler/drmed-axel-wolf-facharzt-fr-orthopdie-ottweiler,https://rzte-online.vercel.app/orthopaede/ottweiler/drmed-axel-wolf-facharzt-fr-orthopdie-ottweiler,axel wolf ottweiler,ottweiler,orthopaede,,,,,,UNMATCHED
/hausarzt/beelitz/frau-dipl-med-ramona-wendland-beelitz,https://rzte-online.vercel.app/hausarzt/beelitz/frau-dipl-med-ramona-wendland-beelitz,ramona wendland beelitz,beelitz,hausarzt,,,,,,UNMATCHED
/arzt/lohr/herr-dr-med-dirk-trautvetter-lohr,https://rzte-online.vercel.app/arzt/lohr/herr-dr-med-dirk-trautvetter-lohr,dirk trautvetter lohr,lohr,arzt,,,,,,UNMATCHED
/hausarzt/greifswald/drmed-mathias-meyer-facharzt-fr-allgemeinmedizin-greifswald,https://rzte-online.vercel.app/hausarzt/greifswald/drmed-mathias-meyer-facharzt-fr-allgemeinmedizin-greifswald,mathias meyer greifswald,greifswald,hausarzt,,,,,,UNMATCHED
/hausarzt/haseluenne/drmed-andreas-euler-haselnne,https://rzte-online.vercel.app/hausarzt/haseluenne/drmed-andreas-euler-haselnne,andreas euler haseluenne,haseluenne,hausarzt,,,,,,UNMATCHED
/hausarzt/mittweida/dr-steffen-schreiber-mittweida,https://rzte-online.vercel.app/hausarzt/mittweida/dr-steffen-schreiber-mittweida,steffen schreiber mittweida,mittweida,hausarzt,,,,,,UNMATCHED
/hausarzt/petersberg/herr-dr-med-michael-harre-petersberg,https://rzte-online.vercel.app/hausarzt/petersberg/herr-dr-med-michael-harre-petersberg,michael harre petersberg,petersberg,hausarzt,,,,,,UNMATCHED
/arzt/bautzen/dr-med-markus-hentschel-bautzen,https://rzte-online.vercel.app/arzt/bautzen/dr-med-markus-hentschel-bautzen,markus hentschel bautzen,bautzen,arzt,,,,,,UNMATCHED
/hausarzt/philippsburg/frau-dr-med-annette-weik-scheurer-philippsburg,https://rzte-online.vercel.app/hausarzt/philippsburg/frau-dr-med-annette-weik-scheurer-philippsburg,annette weik scheurer philippsburg,philippsburg,hausarzt,,,,,,UNMATCHED
/hausarzt/luedenscheid/herr-dr-med-volker-budde-ldenscheid,https://rzte-online.vercel.app/hausarzt/luedenscheid/herr-dr-med-volker-budde-ldenscheid,volker budde luedenscheid,luedenscheid,hausarzt,,,,,,UNMATCHED
/hausarzt/buchen-odenwald/herr-helmut-koenig-5360,https://rzte-online.vercel.app/hausarzt/buchen-odenwald/herr-helmut-koenig-5360,helmut koenig,buchen-odenwald,hausarzt,,,,,,UNMATCHED
/arzt/eschwege/herr-dr-med-roman-ergang-eschwege,https://rzte-online.vercel.app/arzt/eschwege/herr-dr-med-roman-ergang-eschwege,roman ergang eschwege,eschwege,arzt,,,,,,UNMATCHED
/hausarzt/giessen/herr-dr-med-jrgen-fhrer-gieen,https://rzte-online.vercel.app/hausarzt/giessen/herr-dr-med-jrgen-fhrer-gieen,jrgen fhrer giessen,giessen,hausarzt,,,,,,UNMATCHED
/hausarzt/ahaus/dr-barbara-tielkes-ahaus,https://rzte-online.vercel.app/hausarzt/ahaus/dr-barbara-tielkes-ahaus,barbara tielkes ahaus,ahaus,hausarzt,,,,,,UNMATCHED
/hausarzt/sulzbach-rosenberg/claudius-rothbauer-sulzbach-rosenberg,https://rzte-online.vercel.app/hausarzt/sulzbach-rosenberg/claudius-rothbauer-sulzbach-rosenberg,claudius rothbauer sulzbach rosenberg,sulzbach-rosenberg,hausarzt,,,,,,UNMATCHED
/hausarzt/baunatal/michael-frlich-baunatal,https://rzte-online.vercel.app/hausarzt/baunatal/michael-frlich-baunatal,michael frlich baunatal,baunatal,hausarzt,,,,,,UNMATCHED
