source,target,name,status,verified,dedupe_by,match_score,reason
/hausarzt/frankenberg-eder/dr-ulrike-ursula-eckel,https://navoria.de/praxis/frankenberg-eder/dr-ulrike-ursula-eckel-a4KkQQ,Dr. Ulrike Ursula Eckel,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/frankenbergsachsen/herr-dr-med-bernd-hckel-frankenbergsachsen,https://navoria.de/praxis/frankenberg-sachsen/herr-dr-med-bernd-haeckel-HlWNpY,Herr Dr. med. Bernd Häckel,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/frankenthal/dr-med-duc-chung-bui-facharzt-fuer-allgemeinmedizin-notfallmedizin,https://navoria.de/praxis/frankenthal/duc-chung-bui-allgemeinmedizin-notfallmedizin-r714243,duc chung bui allgemeinmedizin notfallmedizin,REVIEW_CREATED,yes,,,
/hausarzt/frankfurt/dr-med-cpanijel-rath-fachrztin-f-allgemeinmedizin-frankfurt,https://navoria.de/praxis/frankfurt-am-main/dr-med-c-panijel-rath-fachaerztin-f-allgemeinmedizin-XB3Tgc,Dr. med. C.Panijel-Rath Fachärztin f. Allgemeinmedizin,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/frankfurt/frau-dr-med-gabriele-federlein-frankfurt,https://navoria.de/praxis/frankfurt-oder/frau-dr-med-gabriele-federlein-ORckKc,Frau Dr. med. Gabriele Federlein,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/freiberg/herr-dr-med-sigurd-bochmann-freiberg,https://navoria.de/praxis/freiberg/herr-dr-med-sigurd-bochmann-1s1PHE,Herr Dr. med. Sigurd Bochmann,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/freiburg/dr-med-christoph-reuss-freiburg,https://navoria.de/praxis/freiburg-im-breisgau/dr-med-christoph-reuss--zyR6s,Dr. med. Christoph Reuss,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/freiburg/dr-med-stefan-rahner-freiburg,https://navoria.de/praxis/freiburg-im-breisgau/dr-med-stefan-rahner-5UBS1c,Dr. med. Stefan Rahner,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/freital/dipl-med-kerstin-steinbach-freital,https://navoria.de/praxis/freital/dipl-med-kerstin-steinbach-IYP0wQ,Dipl. Med. Kerstin Steinbach,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/froendenbergruhr/herr-herbert-constapel-frndenbergruhr,https://navoria.de/praxis/froendenberg-ruhr/herr-herbert-constapel-p4N2Yg,Herr Herbert Constapel,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/fuerstenwaldespree/frau-dr-med-brnig-frstenwaldespree,https://navoria.de/praxis/fuerstenwalde-spree/frau-dr-med-bruenig-HL14xw,Frau Dr. med. Brünig,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gardelegen/diplmed-andreas-brendtner-gardelegen,https://navoria.de/praxis/gardelegen/dipl-med-andreas-brendtner-5qiJQA,Dipl.med. Andreas Brendtner,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/geilenkirchen/herr-dr-med-mathias-jansen-geilenkirchen,https://navoria.de/praxis/geilenkirchen/herr-dr-med-mathias-jansen-yOSCPU,Herr Dr. med. Mathias Jansen,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/geisenheim/dr-karin-pogorzalek-schibalski-geisenheim,https://navoria.de/praxis/geisenheim/dr-karin-pogorzalek-schibalski-0qDruk,Dr Karin Pogorzalek-Schibalski,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gelnhausen/dr-med-rdiger-werner-fass-gelnhausen,https://navoria.de/praxis/gelnhausen/dr-med-ruediger-werner-fass-VlUdws,Dr. med. Rüdiger Werner Fass,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gera/drmed-susanna-remmler-gera,https://navoria.de/praxis/gera/drmed-susanna-remmler-L-GLcI,Dr.med. Susanna Remmler,MATCHED_PHASE2,yes,,,phone+name
/hausarzt/geseke/frau-dr-med-ulrike-kleine-geseke,https://navoria.de/praxis/geseke/frau-dr-med-ulrike-kleine-vHpZDw,Frau Dr. med. Ulrike Kleine,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/giengen/praxis-dr-softic-giengen,https://navoria.de/praxis/giengen-an-der-brenz/praxis-dr-softic-zncvVc,Praxis Dr. Softic,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/giessen/herr-dr-med-jrgen-fhrer-gieen,https://navoria.de/praxis/giessen/herr-dr-med-juergen-fuehrer-BuRgI8,Herr Dr. med. Jürgen Führer,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/goerlitz/frau-dr-med-elisabeth-domsgen-grlitz,https://navoria.de/praxis/goerlitz/frau-dr-med-elisabeth-domsgen-9DBXYI,Frau Dr. med. Elisabeth Domsgen,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/goslar/herr-dr-med-andreas-eisenhardt-goslar,https://navoria.de/praxis/goslar/herr-dr-med-andreas-eisenhardt-6TW36Y,Herr Dr. med. Andreas Eisenhardt,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/greifswald/drmed-mathias-meyer-facharzt-fr-allgemeinmedizin-greifswald,https://navoria.de/praxis/greifswald/dr-med-mathias-meyer-facharzt-fuer-allgemeinmedizin-cZkaYk,Dr.med. Mathias Meyer Facharzt für Allgemeinmedizin,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/grevenbroich/frau-monika-plug-gnther-grevenbroich,https://navoria.de/praxis/grevenbroich/frau-monika-plug-guenther-fc1ixw,Frau Monika Plug-Günther,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gruenberg/herr-dr-med-christian-becker-grnberg,https://navoria.de/praxis/gruenberg/herr-dr-med-christian-becker-33F81A,Herr Dr. med. Christian Becker,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gruenstadt/dr-med-carsten-blume-grnstadt,https://navoria.de/praxis/gruenstadt/dr-med-carsten-blume-SZxIx0,Dr. med. Carsten Blume,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gummersbach/dr-med-christiane-sieber-gummersbach,https://navoria.de/praxis/gummersbach/dr-med-christiane-sieber-O3eCwk,Dr. med. Christiane Sieber,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/gummersbach/hausarztpraxis-dr-medicina-d-toma-gummersbach,https://navoria.de/praxis/gummersbach/hausarztpraxis-dr-medicina-d-toma-yfOEVA,Hausarztpraxis Dr. (Medicina) D. Toma,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/hagen/dr-med-m-farsab-hagen,https://navoria.de/praxis/hagen/dr-med-m-farsab-Hz_8uU,Dr. Med. M. Farsab,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/haseluenne/drmed-andreas-euler-haselnne,https://navoria.de/praxis/haseluenne/dr-med-andreas-euler-1Hz-ys,Dr.med. Andreas Euler,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/heinsberg/herr-dr-med-ekkehart-walter-heinsberg,https://navoria.de/praxis/heinsberg/herr-dr-med-ekkehart-walter-gc5jFk,Herr Dr. med. Ekkehart Walter,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/hennef/drmed-manfred-maylahn-praktischer-arzt-hennef,https://navoria.de/praxis/hennef-sieg/dr-med-manfred-maylahn-praktischer-arzt-pUBSeY,Dr.med. Manfred Maylahn Praktischer Arzt,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/herne/kerstin-fritz-herne,https://navoria.de/praxis/herne/kerstin-fritz-pmtR3g,Kerstin Fritz,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/herzogenrath/dr-med-gabriele-schmeitz-herzogenrath,https://navoria.de/praxis/herzogenrath/dr-med-gabriele-schmeitz-ICrF_w,Dr. med. Gabriele Schmeitz,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/herzogenrath/dr-med-oliver-fensky-herzogenrath,https://navoria.de/praxis/herzogenrath/dr-med-oliver-fensky-rc5e173,Dr. med. Oliver Fensky,REVIEW_CREATED,yes,,,
/hausarzt/hilchenbach/frau-angela-hartnack-hilchenbach,https://navoria.de/praxis/hilchenbach/frau-angela-hartnack-xBjFDU,Frau Angela Hartnack,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/hofgeismar/gemeinschaftspraxis-trendelburg-hofgeismar,https://navoria.de/praxis/hofgeismar/gemeinschaftspraxis-trendelburg-8JNv7Y,Gemeinschaftspraxis Trendelburg,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/holzgerlingen/dr-med-annemarie-trost-holzgerlingen,https://navoria.de/praxis/holzgerlingen/dr-med-annemarie-trost-Ppyf1Y,Dr. med. Annemarie Trost,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/homberg/drsmed-volker-dittschar-und-andr-otto-homberg,https://navoria.de/praxis/homberg-efze/drs-med-volker-dittschar-und-andr-otto-g9LPew,Drs.med Volker Dittschar und André Otto,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/hueckelhoven/hausarztpraxis-baal-hckelhoven,https://navoria.de/praxis/hueckelhoven/hausarztpraxis-baal-rsh4Jg,Hausarztpraxis Baal,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/itzehoe/hausarztpraxis-aust-itzehoe,https://navoria.de/praxis/itzehoe/hausarztpraxis-aust-CociwM,Hausarztpraxis Aust,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/jena/praxis-dr-med-karsten-gneist-jena,https://navoria.de/praxis/jena/praxis-dr-med-karsten-gneist-2ErPAY,Praxis Dr. med. Karsten Gneist,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/jessen/dr-med-stefan-kluge-dr-med-dirk-stanitz-jessen,https://navoria.de/praxis/jessen-elster/dr-med-stefan-kluge-dr-med-dirk-stanitz-dFozRY,Dr. med. Stefan Kluge & Dr. med. Dirk Stanitz,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/jever/hausarztpraxis-am-schlo-jever,https://navoria.de/praxis/jever/hausarztpraxis-am-schloss-pzW9KM,Hausarztpraxis Am Schloß,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/jueterbog/dr-kerstin-hckert-jterbog,https://navoria.de/praxis/jueterbog/dr-kerstin-hoeckert-BKmhPY,Dr. Kerstin Höckert,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/kassel/frau-charlotte-lehnert,https://navoria.de/praxis/kassel/frau-charlotte-lehnert-F5pRDI,Frau Charlotte Lehnert,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/koblenz/herr-dr-med-uwe-barnikel-koblenz,https://navoria.de/praxis/koblenz/herr-dr-med-uwe-barnikel-EZI9ko,Herr Dr. med. Uwe Barnikel,MATCHED_PHASE2,yes,,,phone
/hausarzt/landau/praxis-dr-manfred-lehmann-landau,https://navoria.de/praxis/landau-an-der-isar/praxis-dr-manfred-lehmann-F4npTc,Praxis Dr. Manfred Lehmann,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/landsberg/frau-dr-med-doreen-langer-landsberg,https://navoria.de/praxis/landsberg/frau-dr-med-doreen-langer-KbaKO4,Frau Dr. med. Doreen Langer,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/lehrte/dr-med-martin-schick-lehrte,https://navoria.de/praxis/lehrte/dr-med-martin-schick-1mX1hg,Dr. med. Martin Schick,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/leipzig/frau-dr-med-katja-khn-leipzig,https://navoria.de/praxis/leipzig/frau-dr-med-katja-kuehn-jCuV-A,Frau Dr. med. Katja Kühn,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/loebau/praxis-gries-mudr-ohera-lbau,https://navoria.de/praxis/loebau/praxis-gries-mudr-ohera-pTimIQ,Praxis Gries/ MUDr Ohera,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/loeningen/medizinisches-versorgungszhasetal-lningen-lningen,https://navoria.de/praxis/loeningen/medizinisches-versorgungsz-hasetal-loeningen-MaE68M,Medizinisches Versorgungsz.Hasetal Löningen,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/loerrach/allgemeinpraxis-clas-lrrach,https://navoria.de/praxis/loerrach/allgemeinpraxis-clas-SUv_CM,Allgemeinpraxis Clas,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/ludwigsburg/frau-dr-med-ute-jesse-ludwigsburg,https://navoria.de/praxis/ludwigsburg/frau-dr-med-ute-jesse-kd3wKI,Frau Dr. med. Ute Jesse,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/luedenscheid/herr-dr-med-volker-budde-ldenscheid,https://navoria.de/praxis/luedenscheid/herr-dr-med-volker-budde-kodJp4,Herr Dr. med. Volker Budde,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/luenen/herr-dr-med-ulrich-hning-lnen,https://navoria.de/praxis/luenen/herr-dr-med-ulrich-huening-9ImhnM,Herr Dr. med. Ulrich Hüning,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/mainburg/dr-luitpold-kistler-mainburg,https://navoria.de/praxis/mainburg/dr-luitpold-kistler-tH5Vuk,Dr. Luitpold Kistler,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/mannheim/prof-dr-med-manfred-hensel-mannheim,https://navoria.de/praxis/mannheim/prof-dr-med-manfred-hensel-HWInMc,Prof. Dr. med. Manfred Hensel,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/melsungen/drmed-ulrike-jehle-sinning-melsungen,https://navoria.de/praxis/melsungen/dr-med-ulrike-jehle-sinning-LSeZ9s,Dr.med. Ulrike Jehle-Sinning,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/mittweida/dr-steffen-schreiber-mittweida,https://navoria.de/praxis/mittweida/dr-steffen-schreiber-EFSN-Y,Dr Steffen Schreiber,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/muenchen/praxis-dr-med-qassim-al-saadawi-mnchen,https://navoria.de/praxis/muenchen/praxis-dr-med-qassim-al-saadawi-s9uZ34,Praxis Dr. med. Qassim Al Saadawi,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/muensingen/drmed-martin-brndle-mnsingen,https://navoria.de/praxis/muensingen/dr-med-martin-braendle-JrOOuo,Dr.med. Martin Brändle,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/muenster/prof-dr-med-dr-hc-michael-zitzmann-mnster,https://navoria.de/praxis/muenster/prof-dr-med-dr-hc-michael-zitzmann-b3cEWU,Prof Dr med Dr hc Michael Zitzmann,PLACES_IMPORTED_NEW,yes,,0.9,
/hausarzt/netphen/kinderarztpraxis-turian-westphal-ehemals-koch-netphen,https://navoria.de/praxis/netphen/kinderarztpraxis-turian-westphal-ehemals-koch-TQkuvA,Kinderarztpraxis Turian Westphal (ehemals Koch),PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/neuberg/drmed-peter-rdiger-tippe-facharzt-fr-allgemeinmedizin-neuberg,https://navoria.de/praxis/neuberg/dr-med-peter-ruediger-tippe-facharzt-fuer-allgemeinmedizin-8z8CGk,Dr.med. Peter Rüdiger Tippe Facharzt für Allgemeinmedizin,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/neubrandenburg/gemeinschaftspraxis-dr-sren-dreler-dr-gunnar-zinapold-neubrandenburg,https://navoria.de/praxis/neubrandenburg/gemeinschaftspraxis-dr-soeren-dressler-dr-gunnar-zinapold-Sgd9cM,Gemeinschaftspraxis Dr. Sören Dreßler & Dr. Gunnar Zinapold,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/oberndorf/herr-m-d-univ-damaskus-leon-darwisch-oberndorf,https://navoria.de/praxis/oberndorf-am-neckar/herr-m-d-univ-damaskus-leon-darwisch-P2MiNk,Herr M. D. (Univ. Damaskus) Leon Darwisch,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/oehringen/dr-maria-arabela-lupu,https://navoria.de/praxis/oehringen/hausarzt-praxis-doctor-medic-maria-arabela-lupu-fachaerztin-fuer-allge,HAUSARZT-PRAXIS Doctor-Medic Maria-Arabela Lupu Fachärztin für Allgemeinmedizin,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/offenbach/dr-med-r-kappus-offenbach,https://navoria.de/praxis/offenbach-am-main/dr-med-r-kappus-0CTdkI,Dr. med. R. Kappus,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/offenbach/frau-dr-med-gabriele-frey-offenbach,https://navoria.de/praxis/offenbach-am-main/frau-dr-med-gabriele-frey-_DD4Z4,Frau Dr. med. Gabriele Frey,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/paderborn/frau-dr-med-carla-gottschalg-paderborn,https://navoria.de/praxis/paderborn/frau-dr-med-carla-gottschalg-cnimxs,Frau Dr. med. Carla Gottschalg,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/pattensen/frau-claudia-timm-pattensen,https://navoria.de/praxis/pattensen/herr-dr-schaefer-BXPBbE,Herr Dr. Schäfer,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/petersberg/herr-dr-med-michael-harre-petersberg,https://navoria.de/praxis/petersberg/herr-dr-med-michael-harre-HxA9mY,Herr Dr. med. Michael Harre,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/philippsburg/frau-dr-med-annette-weik-scheurer-philippsburg,https://navoria.de/praxis/philippsburg/frau-dr-med-annette-weik-scheurer-O-Q4es,Frau Dr. med. Annette Weik-Scheurer,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/pinneberg/frau-dr-med-mechthild-tammen-pinneberg,https://navoria.de/praxis/pinneberg/frau-dr-med-mechthild-tammen-sQJDQ4,Frau Dr. med. Mechthild Tammen,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/plochingen/dr-kathrin-herre-plochingen,https://navoria.de/praxis/plochingen/dr-kathrin-herre-HFdqaI,Dr. Kathrin Herre,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/quakenbrueck/frau-dorothee-otte-bick-quakenbrck,https://navoria.de/praxis/quakenbrueck/frau-dorothee-otte-bick-Tlm98s,Frau Dorothee Otte-Bick,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/ravensburg/dr-med-ingrid-schubert-ravensburg,https://navoria.de/praxis/ravensburg/dr-med-ingrid-schubert-xjxXp0,Dr. med. Ingrid Schubert,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/reutlingen/herr-dr-med-till-reckert-reutlingen,https://navoria.de/praxis/reutlingen/herr-dr-med-till-reckert-SWBpFs,Herr Dr. med. Till Reckert,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/rheda-wiedenbrueck/praxis-m-abou-zeidan-rheda-wiedenbrck,https://navoria.de/praxis/rheda-wiedenbrueck/praxis-m-abou-zeidan-t-Sdxs,Praxis M. Abou Zeidan,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/rostock/frau-dipl-med-susanne-decker-rostock,https://navoria.de/praxis/rostock/praxis-drmed-susanne-markmann-fachaerztin-f-frauenheilkunde-und-geburtshilfe-iTCmLI,Praxis Dr.med. Susanne Markmann Fachärztin f. Frauenheilkunde und Geburtshilfe,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/rottenburg/herr-dr-med-matthias-ehrt-rottenburg,https://navoria.de/praxis/rottenburg-am-neckar/herr-dr-med-matthias-ehrt-IkuNfo,Herr Dr. med. Matthias Ehrt,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/schwerin/dr-med-torsten-dahlmann-schwerin,https://navoria.de/praxis/schwerin/dr-med-torsten-dahlmann-eblp8Y,Dr. med. Torsten Dahlmann,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/schwerin/herr-dipl-med-karsten-reininghaus-schwerin,https://navoria.de/praxis/schwerin/herr-dipl-med-karsten-reininghaus-nrdYJQ,Herr Dipl.-Med. Karsten Reininghaus,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/sendenhorst/dr-udo-hecke-sendenhorst,https://navoria.de/praxis/sendenhorst/dr-udo-hecke-Ob9Q5Y,Dr. Udo Hecke,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/siegen/dr-med-martin-mansfeld-siegen,https://navoria.de/praxis/siegen/dr-med-martin-mansfeld-byTxlg,Dr. med. Martin Mansfeld,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/soest/dr-med-barbara-knollmann-soest,https://navoria.de/praxis/soest/dr-med-barbara-knollmann-fsXC1c,Dr. med. Barbara Knollmann,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/solingen/drmed-hans-peter-holbeck-solingen,https://navoria.de/praxis/solingen/drmed-hans-peter-holbeck-mTPUdI,Dr.med. Hans-Peter Holbeck,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/sulzbach-rosenberg/claudius-rothbauer-sulzbach-rosenberg,https://navoria.de/praxis/sulzbach-rosenberg/gemeinschaftspraxis-rothbauer-dr-heil-Ck50J8,Gemeinschaftspraxis Rothbauer & Dr. Heil,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/troisdorf/dr-heeg-troisdorf,https://navoria.de/praxis/troisdorf/dr-heeg-2u3K8w,Dr. Heeg,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/ulm/dr-med-frank-riederle-ulm,https://navoria.de/praxis/ulm/dr-med-frank-riederle-OVfBD4,Dr. med. Frank Riederle,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/versmold/herr-alexander-sinica-versmold,https://navoria.de/praxis/versmold/herr-alexander-sinica-wtM2XE,Herr Alexander Sinica,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/wanzleben-boerde/herr-dr-med-ernst-schoof-wanzleben-brde,https://navoria.de/praxis/wanzleben-boerde/herr-dr-med-ernst-schoof-WMTM2w,Herr Dr. med. Ernst Schoof,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/weimar/dr-med-heiko-filz-weimar,https://navoria.de/praxis/weimar/dr-med-heiko-filz-C2Q6c0,Dr. med. Heiko Filz,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/wiesbaden/herr-olav-heringer-wiesbaden,https://navoria.de/praxis/wiesbaden/onkologe-olav-heringer-dTi4j8,Onkologe Olav Heringer,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/wismar/dr-romy-kujat-wismar,https://navoria.de/praxis/wismar/dr-romy-kujat-xsJ0aE,Dr. Romy Kujat,PLACES_IMPORTED_NEW,yes,,0.98,
/hausarzt/witten/dr-berg-witten,https://navoria.de/praxis/witten/dr-berg-8qwF7k,Dr. Berg,MATCHED_PHASE2,yes,,,street+plz+name
/hausarzt/zossen/herr-andreas-leese-zossen,https://navoria.de/praxis/zossen/herr-andreas-leese-jQabTU,Herr Andreas Leese,PLACES_IMPORTED_NEW,yes,,0.98,
/hautarzt/annaberg-buchholz/diana-demmler-fachrztin-fr-haut-und-geschlechtskrankheiten-annaberg-buchholz,https://navoria.de/praxis/annaberg-buchholz/diana-demmler-fachaerztin-fuer-haut-und-geschlechtskrankheiten-hH_Oek,Diana Demmler - Fachärztin für Haut- und Geschlechtskrankheiten,PLACES_IMPORTED_NEW,yes,,0.98,
/hautarzt/bad-segeberg/herr-dr-med-stefan-peker-6982,https://navoria.de/praxis/bad-segeberg/herr-dr-med-stefan-peker-7Uh34Y,Herr Dr. med. Stefan Peker,PLACES_IMPORTED_NEW,yes,,0.98,
/hautarzt/baunatal/frau-dr-med-regina-hahn-baunatal,https://navoria.de/praxis/baunatal/frau-dr-med-regina-hahn-3F01ZI,Frau Dr. med. Regina Hahn,PLACES_IMPORTED_NEW,yes,,0.98,
/hautarzt/berlin/hautarztpraxis-rahaf-ali,https://navoria.de/praxis/berlin/hautarztpraxis-rahaf-ali-oNKqJ0,Hautarztpraxis Rahaf Ali,PLACES_IMPORTED_NEW,yes,,0.98,
/hno-arzt/lorsch/hno-praxis-lorsch-dr-med-sabine-weiss-lorsch,https://navoria.de/praxis/lorsch/hno-praxis-lorsch-dr-med-sabine-weiss-cS9LlY,HNO Praxis Lorsch - Dr. med. Sabine Weiss,PLACES_IMPORTED_NEW,yes,,0.98,
/kinderarzt/erbach/frau-dr-med-romy-schreck-erbach,https://navoria.de/praxis/erbach/frau-dr-med-romy-schreck-tlbRLc,Frau Dr. med. Romy Schreck,PLACES_IMPORTED_NEW,yes,,0.98,
/kinderarzt/isny/dr-med-alexander-moch-isny,https://navoria.de/praxis/isny-im-allgaeu/dr-med-alexander-moch-bGyXkY,Dr. med. Alexander Moch,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/frankenbergsachsen/drmed-ellen-barth-frankenbergsachsen,https://navoria.de/praxis/frankenberg-sachsen/dr-med-ellen-barth-59-KWw,Dr.med. Ellen Barth,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/frankenbergsachsen/herr-dr-med-dirk-harlos-frankenbergsachsen,https://navoria.de/praxis/frankenberg-sachsen/herr-dr-med-dirk-harlos-aMJLQo,Herr Dr. med. Dirk Harlos,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/luckenwalde/dr-med-bettina-kuehne,https://navoria.de/praxis/luckenwalde/dr-med-bettina-kuehne-2lEqAM,Dr. med. Bettina Kühne,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/olsberg/dr-med-bernd-j-kamitter-olsberg,https://navoria.de/praxis/olsberg/dr-med-bernd-j-kamitter-0_qtAI,Dr. med. Bernd J. Kamitter,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/ottweiler/drmed-axel-wolf-facharzt-fr-orthopdie-ottweiler,https://navoria.de/praxis/ottweiler/dr-med-axel-wolf-facharzt-fuer-orthopaedie-0aZa_g,Dr.med. Axel Wolf Facharzt für Orthopädie,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/selb/herr-dr-med-detlef-phlmann-selb,https://navoria.de/praxis/selb/herr-dr-med-detlef-poehlmann-RcmGeU,Herr Dr. med. Detlef Pöhlmann,PLACES_IMPORTED_NEW,yes,,0.98,
/orthopaede/wernigerode/dr-med-christian-gottwald-wernigerode,https://navoria.de/praxis/wernigerode/dr-med-christian-gottwald-kUPbmc,Dr. med. Christian Gottwald,PLACES_IMPORTED_NEW,yes,,0.98,
/zahnarzt/ansbach/dr-med-dent-hubert-gradl-ansbach,https://navoria.de/praxis/ansbach/dr-med-dent-hubert-gradl-g5fB54,Dr. med. dent. Hubert Gradl,PLACES_IMPORTED_NEW,yes,,0.98,
/zahnarzt/asslar/herr-dr-ulrich-muskat-alar,https://navoria.de/praxis/asslar/herr-dr-ulrich-muskat-Lo5K60,Herr Dr. Ulrich Muskat,PLACES_IMPORTED_NEW,yes,,0.98,
/zahnarzt/bad/herr-dr-ernst-georg-schwerdtfeger-bad,https://navoria.de/praxis/bad-arolsen/herr-dr-ernst-georg-schwerdtfeger-MdHcA0,Herr Dr. Ernst-Georg Schwerdtfeger,PLACES_IMPORTED_NEW,yes,,0.98,
/zahnarzt/frankenbergsachsen/dr-med-dent-sybille-wetzig-frankenbergsachsen,https://navoria.de/praxis/frankenberg-sachsen/dr-med-dent-sybille-wetzig-tWOAQo,Dr. med. dent. Sybille Wetzig,PLACES_IMPORTED_NEW,yes,,0.98,
